Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
2005,PW,152,"rockfish, shortraker",Sebastes borealis,20,31-40
2005,PW,152,"rockfish, shortraker",Sebastes borealis,21,41-50
2005,PW,152,"rockfish, shortraker",Sebastes borealis,11,51-60
2005,PW,152,"rockfish, shortraker",Sebastes borealis,11,61-70
2005,PW,152,"rockfish, shortraker",Sebastes borealis,12,71-80
2005,PW,152,"rockfish, shortraker",Sebastes borealis,6,81-90
2005,PW,152,"rockfish, shortraker",Sebastes borealis,5,91-100
2005,PW,152,"rockfish, shortraker",Sebastes borealis,9,>100
2005,PW,153,"rockfish, redbanded",Sebastes babcocki,3,20-Nov
2005,PW,153,"rockfish, redbanded",Sebastes babcocki,1,71-80
2005,PW,154,"rockfish, dusky",Sebastes ciliatus,1,20-Nov
2005,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,20-Nov
2005,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,21-30
2005,PW,158,"rockfish, redstripe",Sebastes proriger,3,20-Nov
2005,PW,193,"greenling, atka mackerel",Pleurogrammus monopterygius,1,0-10
2005,PW,710,sablefish,Anoplopoma fimbria,1245,0-10
2005,PW,710,sablefish,Anoplopoma fimbria,42,20-Nov
2005,PW,710,sablefish,Anoplopoma fimbria,4,21-30
2005,PW,710,sablefish,Anoplopoma fimbria,11,No Age
2005,SAP,710,sablefish,Anoplopoma fimbria,1,0-10
2005,SSEI,710,sablefish,Anoplopoma fimbria,380,0-10
2005,SSEI,710,sablefish,Anoplopoma fimbria,116,20-Nov
2005,SSEI,710,sablefish,Anoplopoma fimbria,12,21-30
2005,SSEI,710,sablefish,Anoplopoma fimbria,5,31-40
2005,SSEI,710,sablefish,Anoplopoma fimbria,2,No Age
2005,SSEO,710,sablefish,Anoplopoma fimbria,2,0-10
2005,,710,sablefish,Anoplopoma fimbria,61,0-10
2005,,710,sablefish,Anoplopoma fimbria,17,20-Nov
2005,,710,sablefish,Anoplopoma fimbria,1,21-30
2005,,710,sablefish,Anoplopoma fimbria,1,No Age
2006,BSAI,710,sablefish,Anoplopoma fimbria,1,0-10
2006,CI,130,lingcod,Ophiodon elongatus,16,0-10
2006,CI,130,lingcod,Ophiodon elongatus,1,No Age
2006,CI,151,"rockfish, rougheye",Sebastes aleutianus,100,0-10
2006,CI,151,"rockfish, rougheye",Sebastes aleutianus,13,20-Nov
2006,CI,151,"rockfish, rougheye",Sebastes aleutianus,5,No Age
2006,CI,152,"rockfish, shortraker",Sebastes borealis,1,21-30
2006,CI,172,"rockfish, dusky",Sebastes variabilis,27,0-10
2006,CI,173,"rockfish, dark",Sebastes ciliatus,2,0-10
2006,CI,270,walleye pollock,Gadus chalcogrammus,26,0-10
2006,CI,270,walleye pollock,Gadus chalcogrammus,1,No Age
2006,CI,710,sablefish,Anoplopoma fimbria,63,0-10
2006,CSEO,130,lingcod,Ophiodon elongatus,35,0-10
2006,CSEO,130,lingcod,Ophiodon elongatus,18,20-Nov
2006,CSEO,130,lingcod,Ophiodon elongatus,2,21-30
2006,CSEO,130,lingcod,Ophiodon elongatus,1,No Age
2006,CSEO,142,"rockfish, black",Sebastes melanops,11,0-10
2006,CSEO,142,"rockfish, black",Sebastes melanops,20,20-Nov
2006,CSEO,142,"rockfish, black",Sebastes melanops,2,21-30
2006,CSEO,142,"rockfish, black",Sebastes melanops,1,31-40
2006,CSEO,142,"rockfish, black",Sebastes melanops,1,41-50
2006,CSEO,710,sablefish,Anoplopoma fimbria,3,0-10
2006,CSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2006,CSEO,710,sablefish,Anoplopoma fimbria,2,No Age
2006,EYKT,130,lingcod,Ophiodon elongatus,171,0-10
2006,EYKT,130,lingcod,Ophiodon elongatus,90,20-Nov
2006,EYKT,130,lingcod,Ophiodon elongatus,7,No Age
2006,IBS,130,lingcod,Ophiodon elongatus,387,0-10
2006,IBS,130,lingcod,Ophiodon elongatus,175,20-Nov
2006,IBS,130,lingcod,Ophiodon elongatus,12,21-30
2006,IBS,130,lingcod,Ophiodon elongatus,22,No Age
2006,IBS,710,sablefish,Anoplopoma fimbria,2,0-10
2006,IBS,710,sablefish,Anoplopoma fimbria,2,No Age
2006,NG,130,lingcod,Ophiodon elongatus,11,0-10
2006,NG,130,lingcod,Ophiodon elongatus,77,20-Nov
2006,NG,130,lingcod,Ophiodon elongatus,40,21-30
2006,NG,130,lingcod,Ophiodon elongatus,7,No Age
2006,NG,143,"rockfish, thornyhead",Sebastolobus,34,0-10
2006,NG,143,"rockfish, thornyhead",Sebastolobus,10,20-Nov
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,56,0-10
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,92,20-Nov
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,17,21-30
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,7,31-40
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,2,41-50
2006,NG,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
2006,NG,152,"rockfish, shortraker",Sebastes borealis,1,41-50
2006,NG,153,"rockfish, redbanded",Sebastes babcocki,4,20-Nov
2006,NG,158,"rockfish, redstripe",Sebastes proriger,4,0-10
2006,NG,172,"rockfish, dusky",Sebastes variabilis,1,0-10
2006,NG,270,walleye pollock,Gadus chalcogrammus,96,0-10
2006,NG,710,sablefish,Anoplopoma fimbria,405,0-10
2006,NG,710,sablefish,Anoplopoma fimbria,32,20-Nov
2006,NG,710,sablefish,Anoplopoma fimbria,4,21-30
2006,NG,710,sablefish,Anoplopoma fimbria,1,No Age
2006,NSEI,110,"cod, Pacific",Gadus macrocephalus,135,0-10
2006,NSEI,110,"cod, Pacific",Gadus macrocephalus,560,No Age
2006,NSEI,123,"sole, rock",Paraplagusia bilineata,15,No Age
2006,NSEI,270,walleye pollock,Gadus chalcogrammus,1,No Age
2006,NSEI,710,sablefish,Anoplopoma fimbria,1624,0-10
2006,NSEI,710,sablefish,Anoplopoma fimbria,815,20-Nov
2006,NSEI,710,sablefish,Anoplopoma fimbria,330,21-30
2006,NSEI,710,sablefish,Anoplopoma fimbria,139,31-40
2006,NSEI,710,sablefish,Anoplopoma fimbria,29,41-50
2006,NSEI,710,sablefish,Anoplopoma fimbria,5,51-60
2006,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
2006,NSEI,710,sablefish,Anoplopoma fimbria,22,No Age
2006,NSEO,710,sablefish,Anoplopoma fimbria,1,No Age
2006,PW,130,lingcod,Ophiodon elongatus,113,0-10
2006,PW,130,lingcod,Ophiodon elongatus,198,20-Nov
2006,PW,130,lingcod,Ophiodon elongatus,54,21-30
2006,PW,130,lingcod,Ophiodon elongatus,2,31-40
2006,PW,130,lingcod,Ophiodon elongatus,5,No Age
2006,PW,141,"perch, Pacific ocean",Sebastes alutus,4,20-Nov
2006,PW,142,"rockfish, black",Sebastes melanops,2,20-Nov
2006,PW,143,"rockfish, thornyhead",Sebastolobus,4,20-Nov
2006,PW,143,"rockfish, thornyhead",Sebastolobus,5,21-30
2006,PW,143,"rockfish, thornyhead",Sebastolobus,4,31-40
2006,PW,143,"rockfish, thornyhead",Sebastolobus,4,41-50
2006,PW,143,"rockfish, thornyhead",Sebastolobus,4,51-60
2006,PW,143,"rockfish, thornyhead",Sebastolobus,3,71-80
2006,PW,143,"rockfish, thornyhead",Sebastolobus,2,81-90
2006,PW,143,"rockfish, thornyhead",Sebastolobus,1,No Age
2006,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,21-30
2006,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,31-40
2006,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,51-60
2006,PW,147,"rockfish, quillback",Sebastes maliger,1,0-10
2006,PW,147,"rockfish, quillback",Sebastes maliger,7,20-Nov
2006,PW,147,"rockfish, quillback",Sebastes maliger,4,21-30
2006,PW,147,"rockfish, quillback",Sebastes maliger,1,31-40
2006,PW,147,"rockfish, quillback",Sebastes maliger,2,41-50
2006,PW,147,"rockfish, quillback",Sebastes maliger,1,51-60
2006,PW,147,"rockfish, quillback",Sebastes maliger,2,61-70
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,20-Nov
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,13,21-30
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,6,31-40
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,18,41-50
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,9,51-60
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,61-70
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,71-80
2006,PW,151,"rockfish, rougheye",Sebastes aleutianus,2,>100
2006,PW,152,"rockfish, shortraker",Sebastes borealis,5,20-Nov
2006,PW,152,"rockfish, shortraker",Sebastes borealis,23,21-30
2006,PW,152,"rockfish, shortraker",Sebastes borealis,9,31-40
2006,PW,152,"rockfish, shortraker",Sebastes borealis,13,41-50
2006,PW,152,"rockfish, shortraker",Sebastes borealis,16,51-60
2006,PW,152,"rockfish, shortraker",Sebastes borealis,7,61-70
2006,PW,152,"rockfish, shortraker",Sebastes borealis,15,71-80
2006,PW,152,"rockfish, shortraker",Sebastes borealis,7,81-90
2006,PW,152,"rockfish, shortraker",Sebastes borealis,3,91-100
2006,PW,152,"rockfish, shortraker",Sebastes borealis,3,>100
2006,PW,152,"rockfish, shortraker",Sebastes borealis,24,No Age
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,1,20-Nov
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,5,21-30
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,2,31-40
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,6,41-50
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,2,51-60
2006,PW,153,"rockfish, redbanded",Sebastes babcocki,2,No Age
2006,PW,710,sablefish,Anoplopoma fimbria,1058,0-10
2006,PW,710,sablefish,Anoplopoma fimbria,33,20-Nov
2006,PW,710,sablefish,Anoplopoma fimbria,9,21-30
2006,PW,710,sablefish,Anoplopoma fimbria,3,31-40
2006,PW,710,sablefish,Anoplopoma fimbria,11,No Age
2006,SSEI,710,sablefish,Anoplopoma fimbria,857,0-10
2006,SSEI,710,sablefish,Anoplopoma fimbria,201,20-Nov
2006,SSEI,710,sablefish,Anoplopoma fimbria,24,21-30
2006,SSEI,710,sablefish,Anoplopoma fimbria,8,31-40
2006,SSEI,710,sablefish,Anoplopoma fimbria,1,41-50
2006,SSEI,710,sablefish,Anoplopoma fimbria,17,No Age
2006,SSEO,710,sablefish,Anoplopoma fimbria,3,0-10
2006,,710,sablefish,Anoplopoma fimbria,71,0-10
2006,,710,sablefish,Anoplopoma fimbria,27,20-Nov
2006,,710,sablefish,Anoplopoma fimbria,1,21-30
2007,BSAI,710,sablefish,Anoplopoma fimbria,2,No Age
2007,CHI,142,"rockfish, black",Sebastes melanops,44,0-10
2007,CHI,142,"rockfish, black",Sebastes melanops,53,20-Nov
2007,CHI,142,"rockfish, black",Sebastes melanops,37,21-30
2007,CHI,142,"rockfish, black",Sebastes melanops,8,31-40
2007,CHI,142,"rockfish, black",Sebastes melanops,1,No Age
2007,CHI,173,"rockfish, dark",Sebastes ciliatus,1,20-Nov
2007,CHI,173,"rockfish, dark",Sebastes ciliatus,1,21-30
2007,CHI,173,"rockfish, dark",Sebastes ciliatus,2,31-40
2007,CI,130,lingcod,Ophiodon elongatus,1,No Age
2007,CI,151,"rockfish, rougheye",Sebastes aleutianus,18,0-10
2007,CI,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2007,CI,158,"rockfish, redstripe",Sebastes proriger,1,No Age
2007,CI,172,"rockfish, dusky",Sebastes variabilis,1,0-10
2007,CI,172,"rockfish, dusky",Sebastes variabilis,9,No Age
2007,CI,173,"rockfish, dark",Sebastes ciliatus,1,No Age
2007,CI,710,sablefish,Anoplopoma fimbria,1,0-10
2007,CI,710,sablefish,Anoplopoma fimbria,3,No Age
2007,CSEO,130,lingcod,Ophiodon elongatus,182,0-10
2007,CSEO,130,lingcod,Ophiodon elongatus,100,20-Nov
2007,CSEO,130,lingcod,Ophiodon elongatus,11,21-30
2007,CSEO,130,lingcod,Ophiodon elongatus,5,No Age
2007,CSEO,142,"rockfish, black",Sebastes melanops,1,20-Nov
2007,CSEO,710,sablefish,Anoplopoma fimbria,5,No Age
2007,EYKT,130,lingcod,Ophiodon elongatus,16,0-10
2007,EYKT,130,lingcod,Ophiodon elongatus,2,20-Nov
2007,EYKT,130,lingcod,Ophiodon elongatus,1,No Age
2007,IBS,130,lingcod,Ophiodon elongatus,99,0-10
2007,IBS,130,lingcod,Ophiodon elongatus,59,20-Nov
2007,IBS,130,lingcod,Ophiodon elongatus,1,21-30
2007,IBS,130,lingcod,Ophiodon elongatus,1,No Age
2007,IBS,710,sablefish,Anoplopoma fimbria,1,No Age
2007,KOD,710,sablefish,Anoplopoma fimbria,1,No Age
2007,NG,130,lingcod,Ophiodon elongatus,49,0-10
2007,NG,130,lingcod,Ophiodon elongatus,82,20-Nov
2007,NG,130,lingcod,Ophiodon elongatus,26,21-30
2007,NG,130,lingcod,Ophiodon elongatus,1,No Age
2007,NG,151,"rockfish, rougheye",Sebastes aleutianus,3,21-30
2007,NG,151,"rockfish, rougheye",Sebastes aleutianus,1,41-50
2007,NG,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
2007,NG,710,sablefish,Anoplopoma fimbria,474,0-10
2007,NG,710,sablefish,Anoplopoma fimbria,53,20-Nov
2007,NG,710,sablefish,Anoplopoma fimbria,3,21-30
2007,NG,710,sablefish,Anoplopoma fimbria,10,No Age
2007,NSEI,110,"cod, Pacific",Gadus macrocephalus,13,0-10
2007,NSEI,110,"cod, Pacific",Gadus macrocephalus,232,No Age
2007,NSEI,270,walleye pollock,Gadus chalcogrammus,160,0-10
2007,NSEI,710,sablefish,Anoplopoma fimbria,1606,0-10
2007,NSEI,710,sablefish,Anoplopoma fimbria,766,20-Nov
2007,NSEI,710,sablefish,Anoplopoma fimbria,329,21-30
2007,NSEI,710,sablefish,Anoplopoma fimbria,167,31-40
2007,NSEI,710,sablefish,Anoplopoma fimbria,42,41-50
2007,NSEI,710,sablefish,Anoplopoma fimbria,17,51-60
2007,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
2007,NSEI,710,sablefish,Anoplopoma fimbria,35,No Age
2007,PW,130,lingcod,Ophiodon elongatus,51,0-10
2007,PW,130,lingcod,Ophiodon elongatus,147,20-Nov
2007,PW,130,lingcod,Ophiodon elongatus,43,21-30
2007,PW,130,lingcod,Ophiodon elongatus,7,No Age
2007,PW,143,"rockfish, thornyhead",Sebastolobus,1,20-Nov
2007,PW,143,"rockfish, thornyhead",Sebastolobus,16,21-30
2007,PW,143,"rockfish, thornyhead",Sebastolobus,5,31-40
2007,PW,143,"rockfish, thornyhead",Sebastolobus,3,41-50
2007,PW,143,"rockfish, thornyhead",Sebastolobus,1,51-60
2007,PW,143,"rockfish, thornyhead",Sebastolobus,9,61-70
2007,PW,143,"rockfish, thornyhead",Sebastolobus,5,71-80
2007,PW,143,"rockfish, thornyhead",Sebastolobus,3,81-90
2007,PW,143,"rockfish, thornyhead",Sebastolobus,1,91-100
2007,PW,143,"rockfish, thornyhead",Sebastolobus,1,>100
2007,PW,143,"rockfish, thornyhead",Sebastolobus,24,No Age
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,180,0-10
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,65,20-Nov
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,29,21-30
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,20,31-40
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,10,41-50
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,12,51-60
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,61-70
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,81-90
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,>100
2007,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2007,PW,152,"rockfish, shortraker",Sebastes borealis,6,20-Nov
2007,PW,152,"rockfish, shortraker",Sebastes borealis,12,21-30
2007,PW,152,"rockfish, shortraker",Sebastes borealis,15,31-40
2007,PW,152,"rockfish, shortraker",Sebastes borealis,15,41-50
2007,PW,152,"rockfish, shortraker",Sebastes borealis,14,51-60
2007,PW,152,"rockfish, shortraker",Sebastes borealis,11,61-70
2007,PW,152,"rockfish, shortraker",Sebastes borealis,16,71-80
2007,PW,152,"rockfish, shortraker",Sebastes borealis,10,81-90
2007,PW,152,"rockfish, shortraker",Sebastes borealis,5,91-100
2007,PW,152,"rockfish, shortraker",Sebastes borealis,10,>100
2007,PW,152,"rockfish, shortraker",Sebastes borealis,3,No Age
2007,PW,158,"rockfish, redstripe",Sebastes proriger,4,No Age
2007,PW,173,"rockfish, dark",Sebastes ciliatus,1,No Age
2007,PW,710,sablefish,Anoplopoma fimbria,593,0-10
2007,PW,710,sablefish,Anoplopoma fimbria,34,20-Nov
2007,PW,710,sablefish,Anoplopoma fimbria,15,21-30
2007,PW,710,sablefish,Anoplopoma fimbria,3,31-40
2007,PW,710,sablefish,Anoplopoma fimbria,21,No Age
2007,SSEI,710,sablefish,Anoplopoma fimbria,1156,0-10
2007,SSEI,710,sablefish,Anoplopoma fimbria,282,20-Nov
2007,SSEI,710,sablefish,Anoplopoma fimbria,19,21-30
2007,SSEI,710,sablefish,Anoplopoma fimbria,6,31-40
2007,SSEI,710,sablefish,Anoplopoma fimbria,4,No Age
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,2,0-10
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,120,20-Nov
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,334,21-30
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,227,31-40
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,154,41-50
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,101,51-60
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,36,61-70
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,22,71-80
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,15,81-90
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,12,91-100
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,3,>100
2007,,145,"rockfish, yelloweye",Sebastes ruberrimus,6,No Age
2007,,146,"rockfish, canary",Sebastes pinniger,6,20-Nov
2007,,146,"rockfish, canary",Sebastes pinniger,3,21-30
2007,,146,"rockfish, canary",Sebastes pinniger,1,31-40
2007,,147,"rockfish, quillback",Sebastes maliger,11,20-Nov
2007,,147,"rockfish, quillback",Sebastes maliger,17,21-30
2007,,147,"rockfish, quillback",Sebastes maliger,11,31-40
2007,,147,"rockfish, quillback",Sebastes maliger,23,41-50
2007,,147,"rockfish, quillback",Sebastes maliger,7,51-60
2007,,147,"rockfish, quillback",Sebastes maliger,8,61-70
2007,,147,"rockfish, quillback",Sebastes maliger,1,71-80
2007,,147,"rockfish, quillback",Sebastes maliger,1,81-90
2007,,710,sablefish,Anoplopoma fimbria,69,0-10
2007,,710,sablefish,Anoplopoma fimbria,35,20-Nov
2007,,710,sablefish,Anoplopoma fimbria,2,21-30
2008,BSAI,710,sablefish,Anoplopoma fimbria,1,No Age
2008,CANADA,710,sablefish,Anoplopoma fimbria,14,No Age
2008,CI,130,lingcod,Ophiodon elongatus,2,0-10
2008,CI,130,lingcod,Ophiodon elongatus,53,20-Nov
2008,CI,130,lingcod,Ophiodon elongatus,25,21-30
2008,CI,130,lingcod,Ophiodon elongatus,5,No Age
2008,CI,710,sablefish,Anoplopoma fimbria,333,0-10
2008,CI,710,sablefish,Anoplopoma fimbria,101,20-Nov
2008,CI,710,sablefish,Anoplopoma fimbria,3,21-30
2008,CI,710,sablefish,Anoplopoma fimbria,4,No Age
2008,CSEO,130,lingcod,Ophiodon elongatus,28,0-10
2008,CSEO,130,lingcod,Ophiodon elongatus,19,20-Nov
2008,CSEO,138,"rockfish, copper",Sebastes caurinus,25,No Age
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,75,20-Nov
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,209,21-30
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,131,31-40
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,33,41-50
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,33,51-60
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,61-70
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,7,71-80
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,91-100
2008,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,>100
2008,CSEO,147,"rockfish, quillback",Sebastes maliger,8,No Age
2008,CSEO,710,sablefish,Anoplopoma fimbria,6,No Age
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,5,20-Nov
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,37,21-30
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,36,31-40
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,13,41-50
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,12,51-60
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,3,61-70
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
2008,"CSEO, NSEI, SSEI, SSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,10,20-Nov
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,24,21-30
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,19,31-40
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,3,41-50
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,2,51-60
2008,"CSEO, NSEO",145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,38,20-Nov
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,228,21-30
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,175,31-40
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,186,41-50
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,89,51-60
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,27,61-70
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,11,81-90
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,7,91-100
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,7,>100
2008,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,No Age
2008,EYKT,710,sablefish,Anoplopoma fimbria,1,No Age
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,1,20-Nov
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,27,21-30
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,16,31-40
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,8,41-50
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,4,51-60
2008,"EYKT, IBS",145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2008,IBS,130,lingcod,Ophiodon elongatus,136,0-10
2008,IBS,130,lingcod,Ophiodon elongatus,75,20-Nov
2008,IBS,130,lingcod,Ophiodon elongatus,4,21-30
2008,IBS,130,lingcod,Ophiodon elongatus,11,No Age
2008,IBS,710,sablefish,Anoplopoma fimbria,5,No Age
2008,KOD,155,"rockfish, yellowtail",Sebastes flavidus,2,0-10
2008,KOD,173,"rockfish, dark",Sebastes ciliatus,4,0-10
2008,KOD,173,"rockfish, dark",Sebastes ciliatus,24,20-Nov
2008,KOD,173,"rockfish, dark",Sebastes ciliatus,14,21-30
2008,KOD,173,"rockfish, dark",Sebastes ciliatus,4,31-40
2008,KOD,173,"rockfish, dark",Sebastes ciliatus,1,41-50
2008,KOD,710,sablefish,Anoplopoma fimbria,1,No Age
2008,NSEI,110,"cod, Pacific",Gadus macrocephalus,573,No Age
2008,NSEI,130,lingcod,Ophiodon elongatus,1,No Age
2008,NSEI,142,"rockfish, black",Sebastes melanops,1,No Age
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,0-10
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,10,20-Nov
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,61,21-30
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,61,31-40
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,19,41-50
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,13,51-60
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,4,61-70
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2008,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2008,NSEI,152,"rockfish, shortraker",Sebastes borealis,2,91-100
2008,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,>100
2008,NSEI,270,walleye pollock,Gadus chalcogrammus,352,0-10
2008,NSEI,270,walleye pollock,Gadus chalcogrammus,1,No Age
2008,NSEI,710,sablefish,Anoplopoma fimbria,1264,0-10
2008,NSEI,710,sablefish,Anoplopoma fimbria,870,20-Nov
2008,NSEI,710,sablefish,Anoplopoma fimbria,349,21-30
2008,NSEI,710,sablefish,Anoplopoma fimbria,174,31-40
2008,NSEI,710,sablefish,Anoplopoma fimbria,32,41-50
2008,NSEI,710,sablefish,Anoplopoma fimbria,9,51-60
2008,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
